Year,Month,Avg_Temp,Avg_Feelslike,Avg_Dew,Avg_Humidity,Avg_Precipitation,Avg_Precipitation_Probability,Avg_Precipitation_Coverage,Avg_Snowfall,Avg_Snow_Depth,Avg_Wind_Gust,Avg_Wind_Speed,Avg_Wind_Direction,Avg_Pressure,Avg_Cloud_Cover,Avg_Visibility,Avg_Solar_Radiation,Avg_Solar_Energy,Avg_UV_Index
2018,11,17.826666666666664,17.83,11.846666666666666,71.38000000000001,0.19959999999999997,6.666666666666667,0.4166666666666667,0.0,0.0,14.063333333333333,7.87,205.55333333333334,1015.77,30.966666666666665,1.8733333333333335,157.25,13.583333333333334,6.033333333333333
2018,12,12.077419354838709,12.067741935483872,7.361290322580645,76.70967741935483,0.023419354838709678,9.67741935483871,0.672258064516129,0.0,0.0,12.10967741935484,6.429032258064517,245.43548387096774,1018.3419354838709,17.406451612903226,1.5193548387096774,144.4322580645161,12.451612903225806,5.806451612903226
2019,1,10.964516129032257,10.899999999999999,6.97741935483871,79.47096774193548,0.7383548387096774,38.70967741935484,3.898387096774194,0.0,0.0,13.258064516129032,9.441935483870967,236.6225806451613,1019.4774193548387,40.76451612903226,1.6935483870967742,132.88709677419354,11.448387096774193,5.193548387096774
2019,2,13.564285714285715,13.542857142857143,9.525,79.65714285714286,3.6797142857142857,39.285714285714285,4.166785714285714,0.0,0.0,16.064285714285713,10.017857142857142,225.87142857142857,1016.4892857142858,43.346428571428575,2.1142857142857143,162.43928571428572,14.032142857142857,6.142857142857143
2019,3,17.874193548387098,17.848387096774193,10.651612903225805,66.3225806451613,0.2452258064516129,22.580645161290324,1.479032258064516,0.0,0.0,15.709677419354838,10.058064516129033,264.5806451612903,1014.0870967741936,36.59032258064516,2.4516129032258065,220.91612903225806,19.07741935483871,7.806451612903226
2019,4,26.56,26.52,15.573333333333332,55.71666666666667,1.2180666666666666,26.666666666666668,2.6386666666666665,0.0,0.0,20.416666666666668,13.8,254.79333333333335,1008.4366666666666,34.556666666666665,2.5900000000000003,269.3666666666667,23.240000000000002,8.833333333333334
2019,5,30.125806451612902,29.700000000000003,14.019354838709678,41.88709677419355,0.40538709677419354,22.580645161290324,1.344516129032258,0.0,0.0,21.58709677419355,14.025806451612903,240.0,1004.7516129032258,26.848387096774193,2.6516129032258067,297.43225806451613,25.674193548387095,9.451612903225806
2019,6,33.24,34.31333333333334,17.490000000000002,42.86,0.8081333333333334,26.666666666666668,1.9446666666666668,0.0,0.0,20.063333333333333,15.583333333333334,226.11333333333332,999.7866666666666,23.223333333333336,2.6766666666666667,299.07666666666665,25.863333333333333,9.066666666666666
2019,7,30.080645161290324,35.141935483870974,24.270967741935483,73.48064516129033,7.514483870967743,74.19354838709677,6.586129032258065,0.0,0.0,18.061290322580643,13.912903225806453,124.10967741935484,998.4322580645162,45.5258064516129,2.083870967741935,209.40645161290323,18.135483870967743,7.032258064516129
2019,8,29.903225806451612,35.987096774193546,25.283870967741933,77.35161290322581,2.6476774193548387,74.19354838709677,4.437096774193549,0.0,0.0,13.745161290322581,9.451612903225806,169.1451612903226,1000.9967741935484,50.458064516129035,2.2451612903225806,206.11290322580646,17.812903225806455,7.064516129032258
2019,9,28.959999999999997,33.343333333333334,24.053333333333335,76.08333333333333,2.4256666666666664,50.0,3.194666666666667,0.0,0.0,14.85,9.363333333333333,153.75333333333336,1005.8366666666666,39.973333333333336,1.9633333333333334,198.27,17.12,6.933333333333334
2019,10,23.774193548387096,24.17096774193548,18.32903225806452,73.71290322580644,0.4146774193548387,16.129032258064516,1.7474193548387098,0.0,0.0,15.47741935483871,8.24516129032258,256.34516129032255,1012.7903225806451,16.061290322580643,1.7677419354838708,193.09354838709677,16.683870967741935,7.096774193548387
2019,11,18.183333333333334,18.196666666666665,13.516666666666667,76.14333333333335,1.7892666666666666,26.666666666666668,2.6390000000000002,0.0,0.0,14.37,6.986666666666666,244.77333333333334,1015.7866666666666,28.716666666666665,1.5933333333333333,136.46333333333334,11.8,5.466666666666667
2019,12,10.36774193548387,10.219354838709679,7.938709677419355,86.37741935483871,1.5388387096774194,12.903225806451612,1.7477419354838712,0.0,0.0,12.303225806451612,5.419354838709677,229.9322580645161,1019.1935483870968,39.567741935483866,0.8935483870967742,119.7741935483871,10.37741935483871,5.0
2020,1,10.422580645161291,10.364516129032259,7.15483870967742,82.28064516129032,1.8157419354838709,25.806451612903224,4.167096774193548,0.0,0.0,13.061290322580646,7.9,261.8709677419355,1018.2064516129033,45.15483870967742,1.2999999999999998,125.23870967741935,10.77741935483871,5.32258064516129
2020,2,14.53103448275862,14.524137931034483,9.751724137931035,75.82758620689656,0.6722413793103449,10.344827586206897,0.7186206896551725,0.0,0.0,15.210344827586209,9.710344827586209,247.18965517241378,1017.2586206896551,26.382758620689657,1.5448275862068965,189.61724137931034,16.379310344827587,7.068965517241379
2020,3,18.038709677419355,18.038709677419355,13.422580645161291,76.51612903225806,2.313612903225806,48.38709677419355,4.973870967741935,0.0,0.0,17.92258064516129,10.274193548387096,206.33225806451614,1013.5483870967741,38.46451612903226,2.2483870967741937,204.60000000000002,17.677419354838708,7.516129032258065
2020,4,24.38,24.53666666666667,16.063333333333333,62.79,1.1977666666666666,36.666666666666664,2.361666666666667,0.0,0.0,18.516666666666666,11.526666666666667,253.90333333333334,1010.2433333333333,37.093333333333334,2.6166666666666667,266.11333333333334,22.976666666666667,8.633333333333333
2020,5,29.770967741935483,30.04516129032258,16.629032258064516,48.92903225806452,0.3427096774193549,35.483870967741936,2.823225806451613,0.0,0.0,20.032258064516128,14.916129032258064,209.38387096774193,1004.5774193548388,31.929032258064513,2.52258064516129,282.241935483871,24.416129032258063,9.161290322580646
2020,6,31.206666666666667,34.25666666666667,20.720000000000002,55.76,1.4042333333333334,43.333333333333336,2.6393333333333335,0.0,0.0,18.17,14.963333333333333,126.22666666666667,1000.4933333333333,34.25,2.256666666666667,288.5133333333333,24.9,8.7
2020,7,30.68064516129032,36.725806451612904,24.716129032258067,71.64838709677419,6.66283870967742,64.51612903225806,5.108387096774194,0.0,0.0,18.34193548387097,16.64516129032258,160.10967741935482,999.8677419354839,42.60645161290322,2.0870967741935487,243.7258064516129,21.070967741935487,7.645161290322581
2020,8,30.0,36.75806451612903,25.706451612903226,78.64516129032258,6.618806451612903,67.74193548387096,5.779677419354839,0.0,0.0,15.95483870967742,10.838709677419354,139.01612903225808,999.5870967741936,49.38387096774194,2.3451612903225807,190.01612903225808,16.403225806451612,6.516129032258065
2020,9,29.706666666666667,34.36333333333334,24.243333333333332,74.08333333333333,0.7945,16.666666666666668,1.5279999999999998,0.0,0.0,13.7,7.693333333333333,225.39666666666665,1003.9766666666667,24.723333333333336,2.1966666666666668,225.27,19.48,7.7
2020,10,24.261290322580646,24.467741935483872,16.261290322580646,65.14193548387097,0.0,0.0,0.0,0.0,0.0,12.716129032258063,8.387096774193548,304.46451612903223,1009.1322580645161,1.1451612903225807,1.9967741935483871,212.74516129032259,18.364516129032257,7.612903225806452
2020,11,16.76,16.7,10.836666666666668,71.80333333333333,0.4655666666666667,13.333333333333334,0.8333333333333334,0.0,0.0,13.626666666666667,8.65,252.00666666666666,1016.9966666666667,25.779999999999998,1.7433333333333332,156.05333333333334,13.476666666666667,6.133333333333334
2020,12,11.293548387096775,11.229032258064517,8.24516129032258,83.76129032258065,0.6834193548387096,12.903225806451612,1.2093548387096775,0.0,0.0,12.658064516129034,7.119354838709678,219.58709677419355,1017.4290322580645,44.08064516129032,0.9516129032258065,142.0225806451613,12.3,5.741935483870968
